sentence,currency,sentiment
*POWELL: RECENT RISE IN OIL PRICES WILL PUSH INFLATION ABOVE 2%,1,60
*POWELL: OIL PRICE EFFECT ON INFLATION TO BE TRANSITORY,1,-60
*POWELL: OIL PRICE EFFECT ON INFLATION TO BE TRANSITORY,1,-60
*POWELL: CONCERNED IF INFLATION PERSISTENTLY ABOVE OR BELOW 2%,1,0
*POWELL: STATEMENT REFLECTS NORMALIZATION PROCEEDING AS EXPECTED,1,60
*POWELL: ECONOMY HAS STRENGTHENED SINCE WE BEGAN FWD GUIDANCE,1,60
*POWELL: ECONOMY HAS STRENGTHENED SINCE WE BEGAN FWD GUIDANCE,1,60
*POWELL: NOW WAS AN APPROPRIATE TIME TO REMOVE FORWARD GUIDANCE,1,0
*POWELL: RAISING RATES TOO SLOWLY OR TOO FAST COULD BE HARMFUL,1,0
*POWELL: 2020 FED FUNDS FORECAST MODESTLY ABOVE LONGER-RUN LEVEL,1,60
*POWELL: 2020 FED FUNDS FORECAST MODESTLY ABOVE LONGER-RUN LEVEL,1,60
*POWELL: BALANCE-SHEET ROLLOFF IS PROCEEDING SMOOTHLY,1,60
Dollar Extends Gains as Powell Announces More Press Conferences,1,60
Powell to Hold Press Conferences at Every FOMC Meeting Next Year,1,60
Powell to Hold Press Conferences at Every FOMC Meeting Next Year,1,60
*POWELL: 20 BPS IOER INCREASE IS SMALL TECHNICAL ADJUSTMENT,1,0
*POWELL: IOER CHANGE AIMED TO KEEP FED FUNDS IN MIDDLE OF RANGE,1,60
*POWELL: IOER CHANGE AIMED TO KEEP FED FUNDS IN MIDDLE OF RANGE,1,60
*POWELL: IOER CHANGE AIMED TO KEEP FED FUNDS IN MIDDLE OF RANGE,1,60
*POWELL: IOER CHANGE AIMED TO KEEP FED FUNDS IN MIDDLE OF RANGE,1,60
*POWELL: NOTHING SINCE MARCH TO CHANGE THINKING ON INFLATION,1,-60
*POWELL: NOTHING SINCE MARCH TO CHANGE THINKING ON INFLATION,1,-60
"*POWELL: WE ARE JUST ABOUT AT 2% GOAL, WANT TO SEE IT SUSTAINED",1,0
*POWELL: RANGE OF VIEWS ON FOMC ABOUT FISCAL POLICY,1,-60
*POWELL: FOMC SEES FISCAL MOVES AS SUPPORTING DEMAND,1,60
*POWELL: FOMC SEES FISCAL MOVES AS SUPPORTING DEMAND,1,60
*POWELL: QUESTION COMING INTO VIEW ON NEED FOR ACCOMMODATION,1,0
"*POWELL: WIDE UNCERTAINTY BANDS AROUND NAIRU, NEUTRAL RATE",1,0
"*POWELL: WIDE UNCERTAINTY BANDS AROUND NAIRU, NEUTRAL RATE",1,0
"*POWELL: FED TO KEEP OPEN MIND, WILL MONITOR DATA",1,0
"*POWELL: FED TO KEEP OPEN MIND, WILL MONITOR DATA",1,0
*POWELL: STRONGLY COMMITTED TO KEEPING 2% INFLATION TARGET,1,0
*POWELL: FOMC HASN'T SERIOUSLY LOOKED AT PRICE-LEVEL TARGETING,1,0
*POWELL: FOMC HASN'T SERIOUSLY LOOKED AT PRICE-LEVEL TARGETING,1,0
Dollar Rebounds as Stocks Drop on Hawkish Fed Tone: Markets Wrap,1,0
Dollar Rebounds as Stocks Drop on Hawkish Fed Tone: Markets Wrap,1,0
Dollar Rebounds as Stocks Drop on Hawkish Fed Tone: Markets Wrap,1,0
*POWELL: WON'T COMMENT ON SPECIFIC TRADE ACTIONS,1,-60
*POWELL: WON'T COMMENT ON SPECIFIC TRADE ACTIONS,1,-60
*POWELL: CONTACTS SAY CONCERNS ABOUT TRADE POLICY ARE ARISING,1,-60
Fed Raises Rates; Officials Lift Outlook to Four 2018 Hikes (2),1,60
Fed Raises Rates; Officials Lift Outlook to Four 2018 Hikes (2),1,60
*POWELL: DON'T SEE TRADE POLICY EFFECTS IN THE NUMBERS YET,1,-60
*POWELL: TRADE IS MORE OF A RISK NOW THAN SHOWING IMPACT,1,-60
*POWELL: TRADE IS MORE OF A RISK NOW THAN SHOWING IMPACT,1,-60
*POWELL: `REASONABLE RANGE' TO DISCUSS 3% POTENTIAL GROWTH,1,0
*POWELL: HOPE WE GET SIGNIFICANT EFFECTS FROM TAX CUTS,1,0
"*POWELL: INFLATION IS GOING TO BOUNCE AROUND, MAY TOP 2% ON OIL",1,0
*POWELL: ECONOMY IS CONTINUING TO MAKE PROGRESS,1,0
*POWELL: ECONOMY IS CONTINUING TO MAKE PROGRESS,1,0
*POWELL: TODAY'S DECISION IS SIGN U.S. ECONOMY IN GREAT SHAPE,1,-60
*POWELL: TODAY'S DECISION IS SIGN U.S. ECONOMY IN GREAT SHAPE,1,-60
*POWELL: WAGES HAVE BEEN GRADUALLY MOVING UP,1,60
*POWELL: FAIR TO SAY I WOULD HAVE EXPECTED FASTER WAGE GAINS,1,0
Dollar Rally Has Room to Run After Hawkish Fed Hike: HSBC,1,60
*POWELL: PART OF TEPID WAGE GROWTH EXPLAINED BY LOW PRODUCTIVITY,1,-60
*POWELL: PART OF TEPID WAGE GROWTH EXPLAINED BY LOW PRODUCTIVITY,1,-60
"*POWELL: PACE OF WAGE GAINS IS A BIT OF A PUZZLE, NOT MYSTERY",1,0
"*POWELL: PACE OF WAGE GAINS IS A BIT OF A PUZZLE, NOT MYSTERY",1,0
*POWELL: THERE'S A LOT TO LIKE ABOUT LOW UNEMPLOYMENT,1,0
*POWELL: THERE'S A LOT TO LIKE ABOUT LOW UNEMPLOYMENT,1,0
"*POWELL: RATE HIKES HELP ENSURE PRICE, FINANCIAL STABILITY",1,60
*POWELL: WE WON'T OVERREACT TO INFLATION BEING ABOVE 2%,1,0
*POWELL: NO ONE REALLY KNOWS NATURAL LEVEL OF UNEMPLOYMENT,1,0
*ARGENTINE TREASURY MINISTER SPOKE W U.S. MNUCHIN TODAY,1,0
*ARGENTINA'S DUJOVNE SAYS APPRECIATES U.S. SUPPORT ON IMF,1,0
*ARGENTINA'S DUJOVNE SAYS APPRECIATES U.S. SUPPORT ON IMF,1,0
*ARGENTINA'S DUJOVNE SAYS APPRECIATES U.S. SUPPORT ON IMF,1,0
*POWELL: WE WANT THE FED FUNDS RATE TO TRADE IN TARGET RANGE,1,0
*POWELL: WE WANT THE FED FUNDS RATE TO TRADE IN TARGET RANGE,1,0
*POWELL: DON'T EXPECT TO HAVE TO ADJUST IOER SPREAD AGAIN,1,-60
*POWELL: NAIRU HAS MOVED DOWN SIGNIFICANTLY OVER LONG PERIOD,1,-60
*POWELL: IT'S IMPORTANT TO KEEP INFLATION FRON GOING BELOW 2%,1,0
*POWELL: IT'S IMPORTANT TO KEEP INFLATION FRON GOING BELOW 2%,1,0
*POWELL: VERY IMPORTANT INFLATION EXPECTATIONS STAY ANCHORED,1,0
*POWELL: NO SENSE IN OUR MODELS THAT INFLATION WILL TAKE OFF,1,-60
"Ask Your Dad, Not Your Sister, What This Fed Means For Markets",1,-60
*POWELL: LONG-RUN UNEMPLOYMENT RATE MIGHT BE BELOW 4.5%,1,60
*POWELL: SOME CONCERN WITH ASSET PRICES IN A COUPLE OF POCKETS,1,0
*POWELL: FINANCIAL VULNERABILITIES ARE MODERATE,1,-60
*POWELL: FINANCIAL RISKS ARE ROUGHLY AT NORMAL,1,-60
*POWELL: WOULD LIKE TO SEE MARIJUANA ISSUES CLARIFIED,1,0
*POWELL: WOULD TELL WORKERS THE ECONOMY IS IN GREAT SHAPE,1,0
*POWELL: GREAT ENVIRONMENT FOR PEOPLE TO FIND JOBS,1,60
*POWELL: WE'VE BEEN VERY CAREFUL NOT TO TIGHTEN TOO QUICKLY,1,0
*POWELL STRESSES FOMC HAS WIDE RANGE OF ESTS. ON NEUTRAL RATE,1,0
"*POWELL: LAST 2 CYCLES ENDED ON FIN. INSTABILITY, NOT INFLATION",1,-60
"*POWELL: LAST 2 CYCLES ENDED ON FIN. INSTABILITY, NOT INFLATION",1,-60
*POWELL: `RELATIVELY SOON' RATES WILL BE IN NEUTRAL ZONE,1,0
*POWELL: WE DON'T SEEK ROLE IN TRADE POLICY,1,-60
*POWELL: ECONOMIC STRENGTH HASN'T REACHED EVERYONE,1,60
*POWELL: THERE IS RANGE OF VIEWS ON YIELD CURVE,1,0
*POWELL: YIELD-CURVE TALK REALLY ABOUT APPROPRIATE POLICY,1,-60
*POWELL: WE KNOW YIELD CURVE FLATTENING B/C OF OUR RATE HIKES,1,60
*POWELL: HOUSEHOLDS DON'T HAVE EXCESS CREDIT GROWTH,1,-60
*POWELL: NON-FINANCIAL COS. REALLY WHERE HIGH LEVERAGE IS,1,0
*POWELL: WATCHING NON-FINANCIAL CORPORATES CAREFULLY,1,0
*FED'S POWELL CONCLUDES PRESS CONFERENCE,1,60
*FED'S POWELL CONCLUDES PRESS CONFERENCE,1,60
Emerging FX Isn't Only Falling on the Strong Greenback,1,0
Powell Lauds Economy as Fed Nudges Up Interest-Rate Hike Path,1,60
The Fed Decision Shook the Stock Market Out of Its Slumber,1,0
Tight Range for the Yen Steepens the Vol Curve: FX Options,3,0
Tight Range for the Yen Steepens the Vol Curve: FX Options,3,0
Tight Range for the Yen Steepens the Vol Curve: FX Options,3,0
Tight Range for the Yen Steepens the Vol Curve: FX Options,3,0
Tenreyro Sees Little Cost in BOE Waiting to Raise Interest Rates,4,60
Playing Defense in U.S. Stocks Gets Cheap Enough for BlackRock,1,0
Playing Defense in U.S. Stocks Gets Cheap Enough for BlackRock,1,0
Canada 10-Year Futures Drop to Lows After Hawkish Poloz Talk,6,-60
Canada 10-Year Futures Drop to Lows After Hawkish Poloz Talk,6,-60
U.S. Federal Open Market Committee Statements Comparison,1,0
U.S. Federal Open Market Committee Statements Comparison,1,0
*DOLLAR ERASES GAIN FOR DAY FOLLOWING FED DECISION,1,60
Market's Knee-Jerk Fed Interpretation Is Dovish,1,0
Stocks Erase Losses After Fed Keeps Rate Unchanged: Markets Wrap,1,60
Stocks Erase Losses After Fed Keeps Rate Unchanged: Markets Wrap,1,60
Fed Statement Offers Little to Hawks in Near Term,1,0
Fed Statement Offers Little to Hawks in Near Term,1,0
"Fed Leaves Rates Unchanged, Says Inflation Close to Target (1)",1,60
"Fed Leaves Rates Unchanged, Says Inflation Close to Target (1)",1,60
FOMC Says Inflation Has Moved Closer to 2% Target,1,0
Neutral Fed Statement Is a Letdown for Dollar Bulls: Scotiabank,1,60
Neutral Fed Statement Is a Letdown for Dollar Bulls: Scotiabank,1,60
Dollar Droops as Fed Less Hawkish Than Expected: Wells Fargo,1,0
Dollar Droops as Fed Less Hawkish Than Expected: Wells Fargo,1,0
Dollar Droops as Fed Less Hawkish Than Expected: Wells Fargo,1,0
Fed Statement Is as Boring as Expected,1,60
U.S. Stocks Fluctuate on Fed Report; Dollar Drops: Markets Wrap,1,0
U.S. Stocks Fluctuate on Fed Report; Dollar Drops: Markets Wrap,1,0
U.S. Stocks Fluctuate on Fed Report; Dollar Drops: Markets Wrap,1,0
"Fed Less Hawkish Than Expected, USD Bulls Disappointed: Roundup",1,0
"Fed Less Hawkish Than Expected, USD Bulls Disappointed: Roundup",1,0
"U.S. Stocks Shrug Off Fed Report; Oil, Gold Surge: Markets Wrap",1,60
"U.S. Stocks Shrug Off Fed Report; Oil, Gold Surge: Markets Wrap",1,60
"U.S. Stocks Shrug Off Fed Report; Oil, Gold Surge: Markets Wrap",1,60
"U.S. Stocks Shrug Off Fed Report; Oil, Gold Surge: Markets Wrap",1,60
"Kospi Stocks Lose Foreign Investors as Index Falls, Won Drops",9,-60
"Kospi Stocks Lose Foreign Investors as Index Falls, Won Drops",9,-60
U.S. Stocks Sag After Fed Report; Oil Rallies: Markets Wrap,1,60
U.S. Stocks Sag After Fed Report; Oil Rallies: Markets Wrap,1,60
U.S. Stocks Sag After Fed Report; Oil Rallies: Markets Wrap,1,60
Kim Jong Un Set to Make History With Short Walk Into South Korea,9,-60
Kim Jong Un Set to Make History With Short Walk Into South Korea,9,-60
Bank Indonesia Open to Increasing Rates to Stem Rupiah Rout (1),12,60
Pattern of Tepid Spending Helps Explain Slower U.S. GDP: Chart,1,-60
Pattern of Tepid Spending Helps Explain Slower U.S. GDP: Chart,1,-60
European Economy Loses Thrust in Risk for Global Expansion (1),2,0
*GLOBAL FUNDS SELL NET 7.59B RUPEES OF INDIA STOCKS TODAY: NSE,13,0
*GLOBAL FUNDS SELL NET 7.59B RUPEES OF INDIA STOCKS TODAY: NSE,13,0
*DOMESTIC FUNDS BUY NET 6.34B RUPEES OF INDIA STOCKS: NSE,13,0
*DOMESTIC FUNDS BUY NET 6.34B RUPEES OF INDIA STOCKS: NSE,13,0
*DOMESTIC FUNDS BUY NET 6.34B RUPEES OF INDIA STOCKS: NSE,13,0
Korea Atmospherics Soften Brutal Phase for Risk Rally: Inside EM,9,0
"BanRep Decision; USD Gains, Global Stocks Mixed: Colombia Hoy",1,60
"BanRep Decision; USD Gains, Global Stocks Mixed: Colombia Hoy",1,60
"BanRep Decision; USD Gains, Global Stocks Mixed: Colombia Hoy",1,60
Global Funds Sell Net 7.59B Rupees of India Stocks Today: NSE,13,0
*U.S. ECONOMY EXPANDED AT 2.3% PACE IN 1Q; EST. 2.0%,1,0
*U.S. 1Q EMPLOYMENT COST INDEX INCREASES 0.8% Q/Q; EST. 0.7%,1,60
*U.S. 1Q EMPLOYMENT COST INDEX INCREASES 0.8% Q/Q; EST. 0.7%,1,60
"*U.S. 1Q CONSUMER SPENDING EXPANDS AT 1.1% PACE, MATCHING EST.",1,0
"*U.S. 1Q PCE PRICE INDEX RISES 2.7%, CORE CLIMBS 2.5%",1,0
"*U.S. 1Q PCE PRICE INDEX RISES 2.7%, CORE CLIMBS 2.5%",1,0
*REAL U.S. DISPOSABLE INCOMES GREW AT 3.4% PACE IN 1Q,1,0
*EMPLOYMENT COSTS IN U.S. ROSE 2.7% FROM FIRST QUARTER 2017,1,60
*U.S. NON-RESIDENTIAL BUSINESS INVESTMENT GREW 6.1% IN 1Q,1,0
*U.S. 1Q FINAL SALES TO PRIVATE DOMESTIC PURCHASERS ROSE 1.7%,1,60
*U.S. GDP PRICE INDEX UP 2% IN 1Q AFTER RISING 2.3% IN 4Q,1,60
*GAIN IN U.S. PERSONAL CONSUMPTION SMALLEST SINCE 2Q 2013,1,60
*GAIN IN U.S. PRIVATE WAGES FROM YR AGO IS LARGEST SINCE 3Q 2008,1,0
*GAIN IN 1Q U.S. DISPOSABLE INCOME WAS LARGEST SINCE 2Q 2015,1,60
"*U.S. PRIVATE WAGES ROSE 2.9% FROM 1Q 2017, LABOR SAYS",1,60
U.S. Employment Costs Accelerate in Sign of Mounting Inflation,1,0
U.S. Growth Cools to 2.3% as Gains in Consumer Spending Ease,1,60
U.S. Growth Cools to 2.3% as Gains in Consumer Spending Ease,1,60
"*DOLLAR MAINTAINS GAIN AFTER U.S. GDP, ECI BEATS ESTIMATES",1,60
"*DOLLAR MAINTAINS GAIN AFTER U.S. GDP, ECI BEATS ESTIMATES",1,60
U.S. Employment Costs Accelerate in Sign of Faster Inflation (1),1,60
"Stocks Mixed Amid Earnings, Data; Dollar Advances: Markets Wrap",1,60
Belgium Economy Expands 0.4% Q/q in 1Q; Expanded 0.5% Q/q in 4Q,2,0
European Economy Loses Thrust in Risk for Global Expansion (2),2,0
U.S. Growth Cools to 2.3% While Compensation Costs Accelerate,1,0
U.S. Growth Cools to 2.3% While Compensation Costs Accelerate,1,0
Stocks Open Higher; Pound Weakens on Growth: Markets Wrap,4,60
Stocks Open Higher; Pound Weakens on Growth: Markets Wrap,4,60
USD Extends Decline After Trump Ousts State Dept. Head Tillerson,1,-60
USD Extends Decline After Trump Ousts State Dept. Head Tillerson,1,-60
Dollar Outlook Clouds as Tillerson Ouster Fans Concern: CIBC,1,0
Dollar Outlook Clouds as Tillerson Ouster Fans Concern: CIBC,1,0
Dollar Outlook Clouds as Tillerson Ouster Fans Concern: CIBC,1,0
"Oil May Focus on U.S. Inventories, Dormant Warhawks",1,0
"MAJOR TECHS: GBP Testing Band Support, Break Opens Fibo 1.3818",4,-60
JPY Gains Within Bull Channel Back Toward 105.25: Major Techs,3,60
"GBP Rally Stalling Near 1.4204, Second Upper Band: Major Techs",4,60
GBP Testing 2nd Upper Band Toward YTD Highs: Major Techs,4,60
GBP Rally Fails Above 2nd Upper Band at 1.4143: Major Techs,4,60
"CHF Reverts to Carry Trade, Ditches Haven Status: Major Techs",10,0
"CHF Reverts to Carry Trade, Ditches Haven Status: Major Techs",10,0
"CHF Reverts to Carry Trade, Ditches Haven Status: Major Techs",10,0
FOMC to Meet as Planned Wednesday as Snowstorm Nears Washington,1,0
FOMC to Meet as Planned Wednesday as Snowstorm Nears Washington,1,0
"JPY Vols Sticky, Gap Risk Rises Amid Trade Tension: FX Options",3,-60
"JPY Vols Sticky, Gap Risk Rises Amid Trade Tension: FX Options",3,-60
Rebound in Greenback Riskies Damps Volatility: FX Options,1,0
Rebound in Greenback Riskies Damps Volatility: FX Options,1,0
EUR 2-Week Vols Rise as Seasonals Set to Weigh: FX Options,2,0
"Stocks Up, Yields, Dollar Lower After Fed",1,-60
"*DOLLAR BRIEFLY EXTENDS LOSS AFTER FED DECISION, THEN RECOVERS",1,0
"FOMC Median Fed Funds Targets for 2019, 2020, Longer-Run Rise",1,60
U.S. Federal Open Market Committee Statements Comparison,1,0
U.S. Federal Open Market Committee Statements Comparison,1,0
Good News From Fed for Stock Valuations,1,60
"Fed Lifts Rates, Steepens Path Through 2020 For More Hikes (1)",1,60
More Volatility Is Hidden Message in Fed's Package: Markets Live,1,-60
"FOMC Lifts Rates, Says U.S. Economic Outlook Has Strengthened",1,60
"FOMC Lifts Rates, Says U.S. Economic Outlook Has Strengthened",1,60
Bank Industry Investors Like the Fed's Plan,1,0
Bank Industry Investors Like the Fed's Plan,1,0
"Neutral Fed, Bullish for Stocks",1,60
Fed Forecasts Unprecedented Outcomes,1,0
"FOMC Median Fed Funds Targets for 2019, 2020, Longer-Run Rise",1,60
*FED'S POWELL: JOB MARKET REMAINS STRONG,1,60
*FED'S POWELL: JOB MARKET REMAINS STRONG,1,60
*FED'S POWELL: ECONOMY CONTINUES TO EXPAND,1,60
*FED'S POWELL: ECONOMY CONTINUES TO EXPAND,1,60
*POWELL: FED GRADUALLY SCALING BACK POLICY ACCOMMODATION,1,0
*POWELL: FED GRADUALLY SCALING BACK POLICY ACCOMMODATION,1,0
*POWELL: UNEMPLOYMENT RATE REMAINED LOW IN FEB.,1,60
*POWELL: WE EXPECT THE JOB MARKET WILL REMAIN STRONG,1,60
*POWELL: WE EXPECT THE JOB MARKET WILL REMAIN STRONG,1,60
*POWELL: FUNDAMENTALS UNDERPINNING DEMAND REMAIN SOLID,1,60
*POWELL: FISCAL POLICY HAS BECOME MORE STIMULATIVE,1,0
*POWELL: OVERALL FINANCIAL CONDITIONS REMAIN ACCOMMODATIVE,1,0
*POWELL: INFLATION BELOW 2% REFLECTS UNUSUAL PRICE DROPS LAST YR,1,-60
*POWELL: INFLATION SHOULD MOVE UP IN COMING MONTHS,1,60
*POWELL: INFLATION MAY BE ABOVE 2% AT TIMES,1,0
*POWELL: INFLATION MAY BE ABOVE 2% AT TIMES,1,0
*POWELL: GRADUAL HIKES SHOULD CONTINUE TO SERVE ECONOMY WELL,1,60
*POWELL: TODAY'S RATE HIKE ANOTHER STEP IN GRADUAL PROCESS,1,60
*POWELL: FURTHER GRADUAL INCREASES WILL BEST PROMOTE FED GOALS,1,60
*POWELL: WANT TO AVOID INFLATION PERSISTENTLY BELOW OBJECTIVE,1,0
*POWELL: TOO-SLOW RATE HIKES WOULD POSE RISK TO ECONOMY,1,0
*POWELL: MOST PARTICIPANTS REVISED UP PROJECTIONS SINCE DEC.,1,60
*POWELL: MOST PARTICIPANTS REVISED UP PROJECTIONS SINCE DEC.,1,60
*POWELL: BALANCE-SHEET PROGRAM IS PROCEEDING SMOOTHLY,1,60
*POWELL: FOMC MEDIAN FOR 2019 AND 2020 RATES ARE SOMEWHAT HIGHER,1,60
Powell Acknowledges Symmetric Target,1,0
"*POWELL: PRESSURES ON INFLATION, WAGES HAVE BEEN VERY GRADUAL",1,0
While You Were Watching the Fed,1,0
*POWELL: WOULDN'T SAY WE TOLERATED UNDERSHOOT OF INFLATION GOAL,1,0
*POWELL: WE'RE ALWAYS GOING TO BE SEEKING 2% INFLATION,1,0
*POWELL SAYS CAN'T OBSERVE NATURAL RATE OF UNEMPLOYMENT DIRECTLY,1,60
*POWELL: ANY POINT ESTIMATE SURROUNDED BY UNCERTAINTY BANDS,1,-60
*POWELL: NO SENSE IN DATA THAT INFLATION ABOUT TO ACCELERATE,1,0
*POWELL: LONG-RUN FORECASTS SUBJECT TO SLOW-MOVING FORCES,1,0
U.S. Stocks Erase Initial Post-Fed Jump,1,60
*POWELL: FOMC STILL SEES NEUTRAL INTEREST RATE AS QUITE LOW,1,0
*POWELL: CAREFULLY CONSIDERING INCREASING NO. OF PRESS BRIEFINGS,1,0
*POWELL: MORE FREQUENT PRESS BRIEFINGS NOT A POLICY SIGNAL,1,0
*POWELL: MORE FREQUENT PRESS BRIEFINGS NOT A POLICY SIGNAL,1,0
*POWELL: FOMC PARTICIPANTS BROUGHT UP ISSUE OF TARIFFS,1,0
*POWELL: FOMC PARTICIPANTS BROUGHT UP ISSUE OF TARIFFS,1,0
*POWELL: FOMC PARTICIPANTS BROUGHT UP ISSUE OF TARIFFS,1,0
*POWELL: FOMC PARTICIPANTS BROUGHT UP ISSUE OF TARIFFS,1,0
*POWELL: TRADE POLICY HAS BECOME A CONCERN FOR BUSINESSES,1,0
*POWELL: TRADE POLICY CHANGES NOT YET SEEN AS AFFECTING OUTLOOK,1,-60
*POWELL: FISCAL STIMULUS IS A MEANINGFUL INPUT ON PROJECTIONS,1,0
*POWELL: TRADE POLICY CHANGES NOT YET SEEN AS AFFECTING OUTLOOK,1,-60
*DOLLAR FALLS TO LOWEST SINCE DEC. 15 AS POWELL SPEAKS,1,-60
*CORRECT: DOLLAR FALLS TO LOWEST SINCE MARCH 15 AS POWELL SPEAKS,1,-60
*CORRECT: DOLLAR FALLS TO LOWEST SINCE MARCH 15 AS POWELL SPEAKS,1,-60
*POWELL: MORE WIDESPREAD TRADE ACTIONS MAY AFFECT OUTLOOK,1,0
*POWELL: MORE WIDESPREAD TRADE ACTIONS MAY AFFECT OUTLOOK,1,0
*POWELL: WOULD BE GOOD TO SEE PRODUCTIVITY MOVE UP,1,0
*POWELL: WOULD BE GOOD TO SEE PRODUCTIVITY MOVE UP,1,0
Lows of Day as Powell Speaks,1,-60
*POWELL: HOPING FOR SUPPLY-SIDE EFFECTS FROM TAX LAW,1,0
*POWELL: 2020 MEDIAN RATE WOULD BE MODESTLY RESTRICTIVE,1,0
"*POWELL: U.S. SHOULD FOCUS ON PRODUCTIVITY, LABOR PARTICIPATION",1,60
"*POWELL: U.S. SHOULD FOCUS ON PRODUCTIVITY, LABOR PARTICIPATION",1,60
*POWELL: TAX LAW HAD ELEMENTS THAT SHOULD BOOST INVESTMENT,1,60
*POWELL: HARD TO JUDGE SUPPLY-SIDE IMPACT OF TAX CUTS,1,0
*POWELL: CURRENT MONETARY POLICY FRAMEWORK IS WORKING WELL,1,60
*POWELL: CURRENT MONETARY POLICY FRAMEWORK IS WORKING WELL,1,60
*POWELL: CURRENT POLICY FRAMEWORK WORKING VERY WELL,1,0
*POWELL: HAVEN'T MADE A DECISION TO KEEP FRAMEWORK IN LONG RUN,1,60
*POWELL: HAVEN'T MADE A DECISION TO KEEP FRAMEWORK IN LONG RUN,1,60
*POWELL: DON'T NEED TO URGENTLY ADDRESS POLICY FRAMEWORK,1,0
*POWELL: WE'RE PAYING IOER RATE AVAILABLE IN MONEY MARKETS,1,60
*POWELL: NOT PAYING A SUBSIDY IN INTEREST ON EXCESS RESERVES,1,0
*POWELL: MONITORING FINANCIAL STABILITY ISSUES VERY CAREFULLY,1,60
*POWELL: FOMC SEES FINANCIAL VULNERABILITIES AS MODERATE NOW,1,0
*POWELL: FOMC SEES FINANCIAL VULNERABILITIES AS MODERATE NOW,1,0
*POWELL: DON'T SEE EXCESS RISK-TAKING IN GREAT QUANTITY,1,-60
"*POWELL: DON'T SEE EXCESS RISK TAKING, LEVERAGE LIKE PRE-CRISIS",1,-60
*POWELL: BIG FIRMS FAR LESS VULNERABLE TO LIQUIDITY ISSUES,1,-60
"*POWELL: IN SOME AREAS, ASSET PRICES ELEVATED VS HISTORICAL",1,60
*POWELL: WE DON'T SEE HOUSING PRICES AS TOO HIGH,1,-60
*POWELL: STRESS TEST IMPORTANT TOOL FOR BANKS,1,0
*POWELL: FOMC GENERALLY SEES MEANINGFUL DEMAND BOOST FROM FISCAL,1,60
*POWELL: FOMC GENERALLY SEES MEANINGFUL DEMAND BOOST FROM FISCAL,1,60
*POWELL: THERE COULD ALSO BE SUPPLY-SIDE EFFECTS FROM TAX CUTS,1,0
*POWELL: TAX-CUT EFFECTS ON ECONOMY ARE VERY UNCERTAIN,1,-60
*POWELL: TAX-CUT EFFECTS ON ECONOMY ARE VERY UNCERTAIN,1,-60
*POWELL: TRADE HAS BECOME MORE PROMINENT RISK TO OUTLOOK,1,-60
*POWELL: WAGE GAINS HAVE BEEN MODEST,1,0
*POWELL: I'VE BEEN SURPRISED WAGES HAVEN'T GONE UP MORE,1,60
*POWELL: BETTER WAGE GAINS WOULD BE SIGN OF LABOR TIGHTNESS,1,0
*POWELL: WE DON'T CONSIDER THE ELECTION CYCLE,1,-60
*POWELL: RECESSION PROBABILITIES NOT PARTICULARLY HIGH NOW,1,0
*POWELL CONCLUDES PRESS BRIEFING,1,60
*POWELL: RECESSION PROBABILITIES NOT PARTICULARLY HIGH NOW,1,0
"Ex-HSBC Currency Trader Deserves Decade in Prison, U.S. Says (1)",1,60
"Ex-HSBC Currency Trader Deserves Decade in Prison, U.S. Says (1)",1,60
"Ex-HSBC Currency Trader Deserves Decade in Prison, U.S. Says (1)",1,60
Kuwait Raises Key Rate for First Time in a Year to Follow Fed,1,0
Kuwait Raises Key Rate for First Time in a Year to Follow Fed,1,0
Kuwait Raises Key Rate for First Time in a Year to Follow Fed,1,0
"Kospi Stocks Lose Foreign Investors as Index Falls, Won Drops",9,-60
"Kospi Stocks Lose Foreign Investors as Index Falls, Won Drops",9,-60
"Fed Lifts Rates, Steepens Path Through 2020 for More Hikes (2)",1,60
Emerging Market Currencies Not Listening to Powell,1,0
Fed's Show of GDP Optimism May Not Be a Good Thing for Stocks,1,0
"*VILLEROY SEES `ALIGNMENT OF STARS' BETWEEN MARKETS, ECB ON EXIT",2,0
*VILLEROY SEES `VERY SIGNIFICANT DEGREE OF CLARITY' ON ECB PATH,2,0
*MALPASS: NO DECISION ON FUTURE OF FORMAL ECON TALKS W/ CHINA,7,0
*MALPASS: I MISSPOKE ON TALKS WITH CHINA BEING DISCONTINUED,7,0
*MALPASS SAYS HE MISSPOKE ON TALKS WITH CHINA BEING DISCONTINUED,7,0
*MALPASS SAYS HE MISSPOKE ON TALKS WITH CHINA BEING DISCONTINUED,7,0
*MALPASS SAYS HE MISSPOKE ON TALKS WITH CHINA BEING DISCONTINUED,7,0
Fed Sees Moderate Inflation as Tight Job Market Boosts Wages,1,0
"EU Bank Capital Proposal May Clear Hurdle, German Official Says",2,0
EU Bank Capital Agreement Sought in Clash Over Basel Rules (2),2,0
EU Bank Capital Agreement Sought in Clash Over Basel Rules (2),2,0
*IRISH CEN BANK ADVERSE CASE: HOUSE PRICES DOWN 60% PEAK-TROUGH,2,-60
Irish Central Bank Stress Tests Sees House Prices Falling 55%,2,0
*IRISH CENTRAL BANK FORECAST IS IN `BASELINE SCENARIO' :ALBK ID,2,0
*IRISH CEN BANK ASSUMES PEAK-TROUGH HOUSE PRICE DECLINE 55%,2,0
